title,clean_title,original_title,genres,director,release_year,runtime,budget,revenue,popularity,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,language,tmdb_id,imdb_id,doesthedog_id
The King's Man,the kings man,The King's Man,"action, adventure, thriller",Matthew Vaughn,2021,131,100000000,125900000,120.2,6.8,4506,6.3,181724,English,476669,tt6856242,15334
The Painted Bird,the painted bird,Nabarvené ptáče,"war, drama, thriller",Václav Marhoul,2019,169,7800000,660000,7.6,7.1,152,7.3,8013,Czech,477428,tt1667354,61433
The Twin,the twin,The Twin,"horror, mystery",Taneli Mustonen,2022,109,2620000,492000,10.2,5.8,195,5.1,4450,English,477462,tt12390572,167272
Men in Black: International,men in black international,Men in Black: International,"comedy, science fiction, action",F. Gary Gray,2019,115,110000000,253890701,29.2,5.9,4878,5.6,151190,English,479455,tt2283336,19256
The Art of Self-Defense,the art of selfdefense,The Art of Self-Defense,"comedy, thriller",Riley Stearns,2019,104,1800000,2400000,18.3,6.6,720,6.6,41679,English,480001,tt7339248,19149
Escape Plan: The Extractors,escape plan the extractors,Escape Plan: The Extractors,"action, thriller",John Herzfeld,2019,97,3600000,1766092,23.7,5.4,841,4.4,17754,English,480042,tt6772804,52563
47 Meters Down: Uncaged,47 meters down uncaged,47 Meters Down: Uncaged,horror,Johannes Roberts,2019,90,12000000,47582563,27.2,5.7,1402,5.0,31807,English,480105,tt7329656,22924
The Curse of La Llorona,the curse of la llorona,The Curse of La Llorona,horror,Michael Chaves,2019,93,9000000,123233739,39.5,5.7,2419,5.3,59890,English,480414,tt4913966,20075
The Addams Family,the addams family,The Addams Family,"family, animation, comedy, fantasy","Conrad Vernon, Greg Tiernan",2019,87,40000000,204394183,47.3,6.6,2326,5.8,46307,English,481084,tt1620981,32028
The Call of the Wild,the call of the wild,The Call of the Wild,"adventure, family, drama",Chris Sanders,2020,100,109000000,111200000,47.1,7.6,3693,6.7,59265,English,481848,tt7504726,21673
Die in a Gunfight,die in a gunfight,Die in a Gunfight,"action, comedy, romance",Collin Schiffli,2021,92,4000000,31395,8.3,5.4,130,4.5,3650,English,481879,tt1697800,196807
Don't Breathe 2,dont breathe 2,Don't Breathe 2,"thriller, horror",Rodo Sayagues,2021,98,10000000,53800000,31.3,7.1,2550,6.0,75558,English,482373,tt6246322,37366
The Wolf's Call,the wolfs call,Le Chant du loup,"thriller, action, adventure",Antonin Baudry,2019,115,22400000,12652790,27.9,7.6,1965,6.9,21887,French,484468,tt7458762,21011
Anna,anna,Anna,"action, adventure, thriller",Luc Besson,2019,119,34000000,31626978,38.7,6.7,2683,6.6,99983,English,484641,tt7456310,14263
Shaft,shaft,Shaft,"action, crime",Tim Story,2019,111,30000000,21360215,25.7,6.5,1699,6.4,59951,English,486131,tt4463894,11207
What Men Want,what men want,What Men Want,"comedy, romance",Adam Shankman,2019,117,20000000,69766483,34.8,6.2,1423,5.4,32710,English,487297,tt7634968,18775
The Kitchen,the kitchen,The Kitchen,"action, crime, drama",Andrea Berloff,2019,103,38000000,16000000,16.9,6.1,668,5.6,23343,English,487680,tt5822564,20121
3 from Hell,3 from hell,3 from Hell,"horror, thriller",Rob Zombie,2019,115,3000000,2295825,23.7,5.8,473,5.4,18952,English,489064,tt8134742,20945
Judy,judy,Judy,"drama, history, music",Rupert Goold,2019,118,10000000,38981322,9.6,6.7,1163,6.8,55898,English,491283,tt7549996,20931
Gully Boy,gully boy,गल्ली बॉय,"drama, music",Zoya Akhtar,2019,156,5782853,28299498,6.9,7.3,178,7.9,44607,Hindi,491625,tt2395469,525221
Marriage Story,marriage story,Marriage Story,drama,Noah Baumbach,2019,137,18000000,2300000,33.1,7.7,6905,7.9,355201,English,492188,tt7653254,708482
The Kid,the kid,The Kid,"western, drama, action",Vincent D'Onofrio,2019,100,8000000,1561698,11.7,6.0,289,5.9,9748,English,492565,tt4975920,38634
The Turning,the turning,The Turning,"horror, thriller",Floria Sigismondi,2020,94,14000000,19428166,17.6,5.7,963,3.9,16625,English,492611,tt7510346,22371
Beats,beats,Beats,"drama, comedy, music",Brian Welsh,2019,100,25000,310827,10.9,6.7,66,7.1,4878,English,493141,tt7524414,69734
Dungeons & Dragons: Honor Among Thieves,dungeons  dragons honor among thieves,Dungeons & Dragons: Honor Among Thieves,"adventure, fantasy, comedy","John Francis Daley, Jonathan Goldstein",2023,134,151000000,208200000,70.4,7.4,3610,7.2,247160,English,493529,tt2906216,83761
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),birds of prey and the fantabulous emancipation of one harley quinn,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),"action, crime",Cathy Yan,2020,109,75000000,205537933,66.4,6.9,10224,6.1,270462,English,495764,tt7713068,21029
Parasite,parasite,기생충,"comedy, thriller, drama",Bong Joon-ho,2019,133,11363000,257591776,110.6,8.5,18347,8.5,1013557,Korean,496243,tt6751668,19408
"Miraculous: Ladybug & Cat Noir, The Movie",miraculous ladybug  cat noir the movie,Miraculous - le film,"animation, fantasy, action, romance, family",Jeremy Zag,2023,107,86000000,40208268,150.8,7.7,848,6.1,7105,French,496450,tt10364034,15461
Black Widow,black widow,Black Widow,"action, adventure, science fiction",Cate Shortland,2021,134,200000000,379751131,57.0,7.2,10187,6.6,440582,English,497698,tt3480822,723455
Triangle of Sadness,triangle of sadness,Triangle of Sadness,"comedy, drama",Ruben Östlund,2022,147,15600000,24733572,45.5,7.1,2128,7.3,192377,English,497828,tt7322224,473855
Sin,sin,Il peccato,"history, drama",Andrei Konchalovsky,2019,134,15000000,243043,8.2,5.8,72,6.8,1423,Italian,497835,tt6458228,97310
Aline,aline,Aline,"music, comedy, drama, family",Valérie Lemercier,2020,125,25900000,11131254,11.0,6.7,352,6.3,3496,French,498402,tt9735462,850914
Never Grow Old,never grow old,Never Grow Old,western,Ivan Kavanagh,2019,101,12000000,106796,12.3,6.0,206,6.0,5009,English,498743,tt1158939,22914
Dora and the Lost City of Gold,dora and the lost city of gold,Dora and the Lost City of Gold,"adventure, comedy, family, fantasy",James Bobin,2019,102,49000000,120600000,44.5,6.6,1696,6.1,36133,English,499701,tt7547410,20383
Miss Bala,miss bala,Miss Bala,action,Catherine Hardwicke,2019,104,15000000,15200000,15.3,6.4,534,5.8,13307,English,500852,tt5941692,49002
Primal,primal,Primal,"action, adventure, thriller, horror",Nick Powell,2019,97,9000000,146863,13.0,5.6,364,4.9,11736,English,500916,tt7394816,661949
Doctor Sleep,doctor sleep,Doctor Sleep,"horror, thriller, fantasy",Mike Flanagan,2019,152,45000000,72381712,22.9,7.1,4400,7.3,227423,English,501170,tt5606664,21295
Synonyms,synonyms,Synonymes,"comedy, drama",Nadav Lapid,2019,123,2500000,242483,12.9,5.8,125,6.3,6390,French,501590,tt7016254,93159
A Journal for Jordan,a journal for jordan,A Journal for Jordan,"drama, romance",Denzel Washington,2021,131,25000000,6700000,15.5,7.0,110,6.0,3036,English,501841,tt0995854,476261
A Beautiful Day in the Neighborhood,a beautiful day in the neighborhood,A Beautiful Day in the Neighborhood,"drama, history",Marielle Heller,2019,109,25000000,67900000,27.3,7.0,1591,7.2,90599,English,501907,tt3224458,21748
Bill & Ted Face the Music,bill  ted face the music,Bill & Ted Face the Music,"comedy, science fiction, adventure",Dean Parisot,2020,92,25000000,6300000,18.1,5.9,924,5.9,54118,English,501979,tt1086064,65494
The Super Mario Bros. Movie,the super mario bros movie,The Super Mario Bros. Movie,"animation, family, adventure, fantasy, comedy","Michael Jelenic, Aaron Horvath",2023,93,100000000,1362000000,164.7,7.6,9194,7.0,254440,English,502356,tt6718170,1014471
Ma,ma,Ma,"horror, thriller",Tate Taylor,2019,99,5000000,51749995,19.7,5.8,2177,5.6,61314,English,502416,tt7958736,18926
Army of the Dead,army of the dead,Army of the Dead,"action, crime, horror",Zack Snyder,2021,148,90000000,190700000,36.6,6.2,3996,5.8,192770,English,503736,tt0993840,83694
The Lighthouse,the lighthouse,The Lighthouse,"drama, fantasy, thriller",Robert Eggers,2019,109,11000000,18100000,29.6,7.5,4859,7.4,269089,English,503919,tt7984734,20542
Motherless Brooklyn,motherless brooklyn,Motherless Brooklyn,"drama, thriller",Edward Norton,2019,145,26000000,18377736,11.8,6.7,1425,6.8,63972,English,504562,tt0385887,
Rocketman,rocketman,Rocketman,"music, drama",Dexter Fletcher,2019,121,40000000,167300000,17.4,7.3,4635,7.3,200159,English,504608,tt2066051,
The Bob's Burgers Movie,the bobs burgers movie,The Bob's Burgers Movie,"animation, adventure, comedy","Bernard Derriman, Loren Bouchard",2022,102,38000000,34148750,16.4,7.0,299,7.0,22440,English,504827,tt7466442,
Death on the Nile,death on the nile,Death on the Nile,"mystery, crime, thriller",Kenneth Branagh,2022,127,90000000,137307235,30.5,6.4,3658,6.3,196154,English,505026,tt7657566,
Serial (Bad) Weddings 2,serial bad weddings 2,Qu'est-ce qu'on a encore fait au Bon Dieu ?,comedy,Philippe de Chauveron,2019,99,18500000,87761988,20.2,5.9,1249,6.1,10053,French,505436,tt6556670,
Booksmart,booksmart,Booksmart,comedy,Olivia Wilde,2019,102,6000000,24849029,20.1,7.0,2604,7.1,134587,English,505600,tt1489887,
Black Panther: Wakanda Forever,black panther wakanda forever,Black Panther: Wakanda Forever,"action, adventure, science fiction",Ryan Coogler,2022,162,250000000,859102154,81.7,7.1,6496,6.7,320146,English,505642,tt9114286,
Happy Birthday,happy birthday,Fête de famille,"drama, comedy",Cédric Kahn,2019,95,5350000,2536386,4.5,5.6,120,6.0,1357,French,505940,tt8080196,
Jurassic World Dominion,jurassic world dominion,Jurassic World Dominion,"adventure, action, science fiction",Colin Trevorrow,2022,147,165000000,1001978080,102.2,6.7,6085,5.6,216081,English,507086,tt8041270,
Five Nights at Freddy's,five nights at freddys,Five Nights at Freddy's,"horror, mystery",Emma Tammi,2023,110,20000000,294803785,94.8,7.5,4037,5.4,107038,English,507089,tt4589218,
The Killer's Game,the killers game,The Killer's Game,"action, comedy, crime",J.J. Perry,2024,104,30000000,5928351,156.1,6.8,148,5.7,8692,English,507241,tt0327785,
Onward,onward,Onward,"family, animation, adventure, comedy, fantasy",Dan Scanlon,2020,103,200000000,141940042,58.9,7.7,6105,7.4,175789,English,508439,tt7146812,
Soul,soul,Soul,"animation, family, comedy, fantasy",Pete Docter,2020,101,150000000,121977511,72.1,8.1,10447,8.0,396538,English,508442,tt2948372,
Danger Close: The Battle of Long Tan,danger close the battle of long tan,Danger Close: The Battle of Long Tan,"war, action, drama, history",Kriv Stenders,2019,119,23934823,2078370,15.4,6.8,319,6.8,15616,English,508664,tt0441881,
A Dog's Way Home,a dogs way home,A Dog's Way Home,"drama, adventure, family",Charles Martin Smith,2019,96,18000000,17643857,62.0,7.4,1098,6.7,20734,English,508763,tt7616798,
The Sun Is Also a Star,the sun is also a star,The Sun Is Also a Star,"romance, drama",Ry Russo-Young,2019,100,9000000,6800000,26.2,7.0,578,5.9,8367,English,508791,tt6423362,
The Boy and the Heron,the boy and the heron,君たちはどう生きるか,"animation, adventure, fantasy, family, drama",Hayao Miyazaki,2023,124,50000000,294200000,125.3,7.5,1852,7.4,82165,Japanese,508883,tt6587046,
The Eight Hundred,the eight hundred,八佰,"war, history, drama, action",Guan Hu,2020,147,80000000,461421559,18.8,6.9,263,6.7,7605,Chinese,508935,tt7294150,
Luca,luca,Luca,"animation, comedy, fantasy, adventure, family",Enrico Casarosa,2021,95,200000000,51074773,84.6,7.8,8329,7.4,203949,English,508943,tt12801262,
Turning Red,turning red,Turning Red,"animation, family, comedy, fantasy",Domee Shi,2022,100,175000000,21328962,84.9,7.4,5218,7.0,160386,English,508947,tt8097030,
Spy Cat,spy cat,Die sagenhaften Vier,"animation, adventure, comedy, family","Christoph Lauenstein, Wolfgang Lauenstein",2019,84,9000000,3882729,10.6,6.8,77,5.4,1378,German,509733,tt5746054,
The Fanatic,the fanatic,The Fanatic,"crime, thriller",Fred Durst,2019,89,18000000,3153,8.2,4.5,305,4.1,12804,English,509853,tt7869070,
Seberg,seberg,Seberg,"thriller, drama",Benedict Andrews,2019,103,8000000,592565,10.7,5.9,251,6.0,10659,English,510298,tt1780967,
The Good Liar,the good liar,The Good Liar,crime,Bill Condon,2019,109,10000000,33856058,19.5,6.7,1110,6.7,50018,English,511322,tt5563334,
"My Sailor, My Love",my sailor my love,"My Sailor, My Love","drama, romance",Klaus Härö,2022,102,4600000,159180,3.5,6.2,16,7.1,1373,English,511424,tt5851696,
West Side Story,west side story,West Side Story,"drama, romance, crime",Steven Spielberg,2021,156,100000000,76016171,27.6,7.0,1545,7.1,98489,English,511809,tt3581652,
Crawl,crawl,Crawl,"horror, thriller",Alexandre Aja,2019,87,13500000,91500000,32.1,6.3,3081,6.1,96954,English,511987,tt8364368,
Red Notice,red notice,Red Notice,"action, comedy, crime",Rawson Marshall Thurber,2021,118,160000000,178143,61.2,6.8,5748,6.3,330486,English,512195,tt7991608,
Happy Death Day 2U,happy death day 2u,Happy Death Day 2U,"comedy, horror, science fiction",Christopher Landon,2019,100,9000000,64600000,19.7,6.3,3369,6.2,89162,English,512196,tt8155288,
Jumanji: The Next Level,jumanji the next level,Jumanji: The Next Level,"adventure, comedy, fantasy",Jake Kasdan,2019,123,125000000,801693929,73.1,6.9,8624,6.7,295494,English,512200,tt7975244,
Honey Boy,honey boy,Honey Boy,drama,Alma Har'el,2019,94,3500000,3400977,10.9,7.1,664,7.2,41600,English,512263,tt8151874,
Leaving Afghanistan,leaving afghanistan,Братство,"drama, action, war",Pavel Lungin,2019,112,4302540,731827,5.8,6.6,86,6.1,1342,Russian,512954,tt8615732,
Stuber,stuber,Stuber,"action, comedy",Michael Dowse,2019,93,16000000,32400000,12.6,6.6,1284,6.2,52456,English,513045,tt7734218,
Boss Level,boss level,Boss Level,"action, science fiction, thriller",Joe Carnahan,2021,101,45000000,2000000,21.5,6.9,1608,6.8,82412,English,513310,tt7638348,
Invasion,invasion,Вторжение,"science fiction, drama, action",Fyodor Bondarchuk,2020,129,8819200,32104054,53.6,6.9,797,5.6,6317,Russian,514207,tt8060328,
Breakthrough,breakthrough,Breakthrough,drama,Roxann Dawson,2019,116,14000000,49200000,29.6,7.6,1054,6.3,11283,English,514439,tt7083526,
The Hunt,the hunt,The Hunt,"action, thriller, horror",Craig Zobel,2020,90,14000000,10550350,38.5,6.6,3182,6.6,137075,English,514847,tt8244784,
The Aeronauts,the aeronauts,The Aeronauts,"adventure, drama, romance",Tom Harper,2019,100,40000000,3485251,11.5,6.8,1090,6.6,38394,English,514921,tt6141246,
Jojo Rabbit,jojo rabbit,Jojo Rabbit,"comedy, war, drama",Taika Waititi,2019,108,14000000,82468705,43.3,8.0,9496,7.9,456094,English,515001,tt2584384,
Yesterday,yesterday,Yesterday,"comedy, fantasy, music, romance",Danny Boyle,2019,116,26000000,154608856,22.0,6.7,3905,6.8,173257,English,515195,tt8079248,
StarDog and TurboCat,stardog and turbocat,StarDog and TurboCat,"animation, comedy, family",Ben Smith,2019,88,2100000,585443,14.9,7.1,90,5.1,2512,English,515789,tt7531096,
Antlers,antlers,Antlers,"drama, horror, mystery",Scott Cooper,2021,99,17000000,18867659,23.2,6.2,1086,5.9,46390,English,516329,tt7740510,
The Empty Man,the empty man,The Empty Man,"horror, mystery, thriller",David Prior,2020,137,16000000,4796993,19.7,6.1,808,6.2,41867,English,516632,tt5867314,
Gundala,gundala,Gundala,"action, adventure, science fiction, drama",Joko Anwar,2019,123,1863258,4223384,8.3,6.2,317,6.1,5956,Indonesian,516700,tt8237172,
Balkan Line,balkan line,Балканский рубеж,"drama, action, war",Andrey Volgin,2019,130,3500000,4944386,26.0,7.5,506,6.6,10727,Russian,517093,tt5951188,
Hatching,hatching,Pahanhautoja,"horror, fantasy, drama",Hanna Bergholm,2022,91,3896000,508000,23.6,6.3,414,6.2,16429,Finnish,517302,tt12519030,
Tesla,tesla,Tesla,"history, drama",Michael Almereyda,2020,102,5000000,459051,13.7,5.8,326,5.1,10874,English,517412,tt5259822,
Lancaster Skies,lancaster skies,Lancaster Skies,"drama, war, action",Callum Burn,2019,98,80000,67522,5.1,5.8,52,4.3,1752,English,517517,tt3486080,
How I Became Russian,how i became russian,Как я стал русским,comedy,"Akaki Sahelashvili, Hao Xia",2019,94,5000000,1668824,3.3,6.5,26,5.3,455,Russian,517543,tt9387352,
Pain and Glory,pain and glory,Dolor y gloria,drama,Pedro Almodóvar,2019,114,10769016,37359689,10.0,7.4,1757,7.5,64508,Spanish,519010,tt8291806,
Despicable Me 4,despicable me 4,Despicable Me 4,"animation, family, comedy, action",Chris Renaud,2024,94,100000000,969264325,658.3,7.1,2276,6.2,52862,English,519182,tt7510222,
Bodies Bodies Bodies,bodies bodies bodies,Bodies Bodies Bodies,"horror, comedy, mystery",Halina Reijn,2022,94,3000000,13900000,27.5,6.2,1145,6.2,80448,English,520023,tt8110652,
A Quiet Place Part II,a quiet place part ii,A Quiet Place Part II,"science fiction, thriller, horror",John Krasinski,2021,96,61000000,297372261,68.5,7.5,6528,7.2,294549,English,520763,tt8332922,
The Personal History of David Copperfield,the personal history of david copperfield,The Personal History of David Copperfield,comedy,Armando Iannucci,2019,119,15600000,11620337,13.0,6.5,461,6.4,23039,English,520900,tt6439020,
Annabelle Comes Home,annabelle comes home,Annabelle Comes Home,horror,Gary Dauberman,2019,106,27000000,231252591,50.9,6.4,3508,5.9,90897,English,521029,tt8350360,
Good Boys,good boys,Good Boys,comedy,Gene Stupnitsky,2019,89,20000000,111037232,17.2,6.8,1831,6.7,84349,English,521777,tt6977338,
The 355,the 355,The 355,"action, adventure, thriller",Simon Kinberg,2022,122,75000000,55700000,31.7,6.1,1002,5.6,39671,English,522016,tt8356942,
Midway,midway,Midway,"action, war, history",Roland Emmerich,2019,138,100000000,127400000,38.5,7.1,2453,6.7,97540,English,522162,tt6924650,
Just Mercy,just mercy,Just Mercy,"drama, crime, history",Destin Daniel Cretton,2019,137,25000000,50401502,31.1,7.9,2220,7.6,78186,English,522212,tt4916630,
Peter Rabbit 2: The Runaway,peter rabbit 2 the runaway,Peter Rabbit 2: The Runaway,"family, comedy, adventure, animation",Will Gluck,2021,93,45000000,153000000,36.2,7.1,802,6.2,15313,English,522478,tt8376234,
A Dog's Journey,a dogs journey,A Dog's Journey,"family, adventure, drama",Gail Mancuso,2019,109,16000000,78871079,26.1,8.1,1497,7.4,30101,English,522518,tt8385474,
