title,clean_title,original_title,genres,director,release_year,runtime,budget,revenue,popularity,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,language,tmdb_id,imdb_id,topics,doesthedog_id
The Morning After,the morning after,Belle fille,comedy,Méliane Marcaggi,2020,97,4327440,2513010,7.4,5.6,90,5.8,563,French,647745,tt10965792,,33111
The Unbearable Weight of Massive Talent,the unbearable weight of massive talent,The Unbearable Weight of Massive Talent,"action, comedy, crime",Tom Gormican,2022,107,30000000,29116320,34.5,6.8,1989,7.0,162763,English,648579,tt11291274,"161,165,184,188,190,193,203,208,225,232,235,236,237,243,245,268,269,274,289,290,298,299,311,318,335,339,343,356,366",76958
Renfield,renfield,Renfield,"comedy, horror",Chris McKay,2023,93,65000000,26874347,79.1,6.5,1610,6.4,104177,English,649609,tt11358390,"161,164,165,167,171,177,180,181,184,188,189,192,193,194,199,200,201,203,210,211,213,216,219,223,232,237,242,243,245,250,252,253,254,255,256,257,263,265,267,269,271,274,282,285,290,293,296,298,299,305,309,311,313,318,321,322,328,331,335,336,339,343,351,352,360,361,362,366,369",1000763
Black Raven,black raven,Чорний ворон,"drama, history, war",Taras Tkachenko,2019,110,826500,146000,2.0,7.0,13,7.3,649,Ukrainian,650415,tt11386020,,265621
Bye Bye Morons,bye bye morons,Adieu les cons,"comedy, drama",Albert Dupontel,2020,87,9700000,16955173,8.4,7.2,856,6.7,7216,French,651881,tt10196398,,
The Wolf of Snow Hollow,the wolf of snow hollow,The Wolf of Snow Hollow,"horror, thriller",Jim Cummings,2020,84,2000000,239828,19.1,6.1,418,6.2,25766,English,652004,tt11140488,"158,168,176,180,188,189,190,192,193,197,210,212,225,230,232,235,247,250,252,255,256,258,267,269,275,288,290,296,367",708169
Kingdom of the Planet of the Apes,kingdom of the planet of the apes,Kingdom of the Planet of the Apes,"science fiction, adventure, action",Wes Ball,2024,145,160000000,397378150,296.5,7.1,3267,6.9,137583,English,653346,tt11389872,"167,168,181,183,188,189,191,211,218,229,232,242,245,252,266,274,281,290,298,305,309,311,313,318,335,343,355,356,366",1071967
Devotion,devotion,Devotion,"war, drama, action",J.D. Dillard,2022,139,90000000,20000000,26.2,7.1,688,6.6,29590,English,653851,tt7693316,"168,181,188,189,191,198,212,222,232,251,255,289",933352
Eiffel,eiffel,Eiffel,"romance, drama",Martin Bourboulon,2021,108,26000000,13000000,25.8,6.3,654,6.2,8068,French,655082,tt10366514,,569206
Jackass Forever,jackass forever,Jackass Forever,"comedy, documentary",Jeff Tremaine,2022,96,10000000,80340218,13.8,6.8,769,6.8,52853,English,656663,tt11466222,,892987
Driving Licence,driving licence,ഡ്രൈവിംഗ് ലൈസൻസ്,"drama, thriller, mystery, action",Lal Jr.,2019,135,704334,3803406,3.0,6.8,36,7.2,4261,Malayalam,656858,tt9264336,,33653
5Gang: A Different Kind of Christmas,5gang a different kind of christmas,5Gang: Un Altfel de Crăciun,"action, comedy",Matei Dima,2019,96,1500000,1489573,4.4,8.1,106,2.0,3339,Romanian,659153,tt11529348,,
Varane Avashyamund,varane avashyamund,വരനെ ആവശ്യമുണ്ട്,"comedy, family, romance",Anoop Sathyan,2020,145,587640,4139731,10.0,6.6,30,6.9,3499,Malayalam,659731,tt11531530,,134990
The Marco Effect,the marco effect,Marco effekten,"thriller, crime",Martin Zandvliet,2021,125,8000000,39300,10.8,5.9,85,5.3,3455,Danish,659940,tt10451312,,
Summer of 85,summer of 85,Été 85,"romance, drama",François Ozon,2020,101,6900000,3600000,19.0,7.4,816,6.9,14309,French,659959,tt10457128,,859217
Lost Illusions,lost illusions,Illusions perdues,"drama, romance, history",Xavier Giannoli,2021,149,20800000,8600000,13.6,7.4,488,7.4,6774,French,660000,tt10505316,,421999
The Worst Person in the World,the worst person in the world,Verdens verste menneske,"drama, romance, comedy",Joachim Trier,2021,128,5000000,11800000,54.8,7.5,1362,7.7,105746,Norwegian,660120,tt10370710,,372926
Noryang: Deadly Sea,noryang deadly sea,노량: 죽음의 바다,"action, history, drama, war",Kim Han-min,2023,153,40000000,18200000,45.6,6.3,137,6.3,896,Korean,660360,tt22813112,,
The Innocents,the innocents,De uskyldige,"horror, drama, fantasy",Eskil Vogt,2021,117,3400000,322000,26.4,6.9,590,7.0,26888,Norwegian,660942,tt4028464,"158,164,168,180,186,188,189,192,203,208,213,214,216,218,219,223,224,229,237,242,244,245,248,252,253,255,260,261,266,267,269,281,282,285,298,304,309,311,313,334,335,336,343,348,355",829577
Malang,malang,मलंग,"romance, action, adventure, crime, thriller",Mohit Suri,2020,135,7907534,11136444,7.1,7.0,53,6.5,12498,Hindi,661043,tt9877170,,674442
Glass Onion: A Knives Out Mystery,glass onion a knives out mystery,Glass Onion: A Knives Out Mystery,"comedy, crime, mystery",Rian Johnson,2022,140,40000000,13280000,50.9,7.1,5522,7.1,462294,English,661374,tt11564570,"167,184,188,197,201,232,237,241,245,269,276,281,290,329",964906
La Abuela (The Grandmother),la abuela the grandmother,La abuela,"drama, horror",Paco Plaza,2022,101,3749231,1817696,15.0,5.8,443,5.9,5815,Spanish,661791,tt11807888,,
Monica and Friends: Lessons,monica and friends lessons,Turma da Mônica: Lições,"family, comedy, drama, adventure",Daniel Rezende,2021,97,1900000,2100000,5.0,8.2,85,7.6,1377,Portuguese,662745,tt11674072,,935649
Black Box,black box,Boîte noire,"mystery, thriller, drama",Yann Gozlan,2021,130,10722240,9738741,18.2,7.4,1196,7.2,16762,French,663260,tt10341034,"161,168,188,192,211,216,218,219,234,237,255,261,271,289,293,296",684997
Terrifier 2,terrifier 2,Terrifier 2,"horror, thriller",Damien Leone,2022,138,250000,15741780,160.0,6.8,2085,6.1,67197,English,663712,tt10403420,"158,161,164,167,168,171,174,176,177,180,181,187,188,189,190,191,192,193,199,200,201,202,203,204,210,213,216,218,219,220,222,223,225,228,230,232,235,237,242,243,245,250,252,254,255,257,258,260,262,263,265,267,270,274,279,280,281,282,287,290,295,296,297,298,299,308,309,311,313,318,322,324,327,328,330,331,334,336,339,342,343,346,348,352,354,356,360,361,362,363,366,367,369",43209
Riders of Justice,riders of justice,Retfærdighedens ryttere,"action, comedy, drama",Anders Thomas Jensen,2020,116,5300000,679505,15.3,7.3,843,7.5,67099,Danish,663870,tt11655202,,1073893
Shiva Baby,shiva baby,Shiva Baby,"comedy, drama",Emma Seligman,2021,78,250000,359247,20.3,7.2,605,7.1,35904,English,664300,tt11317142,"181,188,197,201,202,217,235,241,245,260,261,266,269,276,277,313,318,348,351,368,370",574636
Gangubai Kathiawadi,gangubai kathiawadi,गंगूबाई काठियावाड़ी,"crime, drama, history",Sanjay Leela Bhansali,2022,157,12000000,25300000,13.7,7.4,144,7.8,63276,Hindi,664332,tt10083340,"168,182,193,197,199,215,216,218,219,225,230,237,243,258,265,287,320",574657
Eileen,eileen,Eileen,thriller,William Oldroyd,2023,98,16000000,1560142,20.6,6.1,225,5.9,16173,English,664341,tt5198890,"161,168,176,177,180,182,184,187,188,192,193,197,199,201,203,216,218,219,225,230,232,236,243,245,259,263,265,269,271,274,276,286,287,290,297,298,299,311,313,318,320,326,330,334,335,336,339,345,360,363,366",574661
Amsterdam,amsterdam,Amsterdam,"mystery, comedy, drama",David O. Russell,2022,134,80000000,31245810,30.5,6.1,1486,6.1,97921,English,664469,tt10304142,,878745
Lethal Kittens,lethal kittens,Наші котики,"comedy, war",Volodymyr Tykhyy,2020,113,1200000,307143,1.6,7.9,14,7.7,1201,Ukrainian,664958,tt10735778,,146589
Divorce Club,divorce club,Divorce Club,comedy,Michaël Youn,2020,108,9466480,5127426,9.7,5.8,237,5.4,1431,French,665488,tt9303772,,142966
Past Lives,past lives,Past Lives,"drama, romance",Celine Song,2023,106,12000000,28126646,55.5,7.8,1680,7.8,138967,English,666277,tt13238346,335,1025804
Infinity Pool,infinity pool,Infinity Pool,"horror, science fiction",Brandon Cronenberg,2023,118,4500000,5078400,22.9,6.1,773,6.0,63515,English,667216,tt10365998,"158,161,167,168,177,180,181,182,184,188,192,193,197,201,202,203,208,210,212,216,222,223,225,230,232,235,237,241,242,243,245,246,255,257,267,269,273,274,276,277,279,281,290,294,296,298,299,309,311,312,313,318,321,326,328,334,335,336,339,341,343,345,348,352,356,360,361,363,366,370",576365
Transformers: Rise of the Beasts,transformers rise of the beasts,Transformers: Rise of the Beasts,"science fiction, adventure, action",Steven Caple Jr.,2023,127,195000000,439000000,191.2,7.3,4626,6.0,113978,English,667538,tt5090568,,1033119
Deep Sea,deep sea,深海,"animation, adventure, drama, fantasy, mystery",Tian Xiaopeng,2023,112,28700000,136090000,13.3,6.9,107,6.7,2257,Chinese,667717,tt25434854,,83895
Thappad,thappad,थप्पड़,drama,Anubhav Sinha,2020,144,2859129,5306068,7.7,7.0,54,7.0,27156,Hindi,668435,tt10964430,,88543
Roald Dahl's Matilda the Musical,roald dahls matilda the musical,Roald Dahl's Matilda the Musical,"family, comedy, fantasy",Matthew Warchus,2022,117,25000000,35617120,37.3,6.8,724,7.0,29953,English,668482,tt3447590,"168,180,192,202,203,211,216,218,226,233,234,237,244,261,266,274,296",965175
Father There Is Only One 2,father there is only one 2,Padre no hay más que uno 2: la llegada de la suegra,"comedy, family",Santiago Segura,2020,96,4000000,14871307,26.1,7.5,543,5.6,1976,Spanish,668742,tt11506284,,
The Creator,the creator,The Creator,"action, adventure, science fiction",Gareth Edwards,2023,134,80000000,104272136,53.4,7.1,3002,6.7,176295,English,670292,tt11858890,"158,161,167,168,184,188,192,198,203,211,215,218,221,222,229,232,239,243,245,261,265,266,274,289,290,295,298,305,309,311,313,318,326,328,331,335,339,343,345,351,353,366",772454
PG: Psycho Goreman,pg psycho goreman,PG: Psycho Goreman,"science fiction, comedy, horror",Steven Kostanski,2020,95,1700000,95384,8.7,6.0,347,6.3,15790,English,670428,tt11252440,,964576
Les Blagues de Toto,les blagues de toto,Les Blagues de Toto,comedy,Pascal Bourdiaux,2020,84,6438600,8859185,4.1,4.9,57,4.0,190,French,671047,tt10233406,,578859
Love Mocktail,love mocktail,ಲವ್ ಮಾಕ್‌ಟೇಲ್‌,"romance, drama",Darling Krishna,2020,153,266103,665258,4.5,6.5,14,8.2,4553,Kannada,672125,tt10919132,,
American Underdog,american underdog,American Underdog,"drama, family","Jon Erwin, Andrew Erwin",2021,112,25000000,26514814,12.3,7.1,339,7.1,25338,English,673309,tt11729298,,1007899
Mean Girls,mean girls,Mean Girls,comedy,"Arturo Perez Jr., Samantha Jayne",2024,113,36000000,104573204,57.7,5.9,541,5.6,34916,English,673593,tt11762114,"180,182,184,192,195,197,201,208,212,214,216,217,225,233,236,237,241,244,247,251,269,272,276,277,287,290,294,304,306,320,324,339,348,351,353,366,368",10514
